Longitude,ACCESS-CM2,ACCESS-ESM1-5,CMCC-CM2-SR5,CMCC-ESM2,CanESM5,EC-Earth3,EC-Earth3-CC,EC-Earth3-Veg,EC-Earth3-Veg-LR,FIO-ESM-2-0,GFDL-ESM4,IPSL-CM5A2-INCA,IPSL-CM6A-LR,MIROC6,MPI-ESM1-2-HR,MPI-ESM1-2-LR,MRI-ESM2-0,NorCPM1,NorESM2-MM,SAM0-UNICON,TaiESM1
-149.5,-60.6173095703125,-57.00765609741211,-61.2476921081543,-60.76297378540039,-65.70331573486328,-74.72353246938638,-75.24143553099944,,-74.9644381921188,-59.49885916666667,-71.55562591552734,-74.95533752441406,-70.51759360399645,,-76.0950928164333,-75.30324327166292,-65.125,-56.783199310302734,,-59.98857116699219,-60.522796630859375
-149.0,-60.6173095703125,-57.00765609741211,-61.48637008666992,-60.76297378540039,-65.90741729736328,-74.71045899373117,-75.20000039955593,,-74.85801914440543,-59.61757694444445,-71.46356201171875,-74.95533752441406,-70.43377025322818,,-75.96084752111364,-75.2814392562342,-65.0,-56.783199310302734,,-59.98857116699219,-60.522796630859375
-148.5,-60.6173095703125,-57.00765609741211,-61.72504806518555,-61.005332946777344,-66.11151885986328,-74.70942139792396,-75.13720419899761,,-74.83460189887491,-59.73629472222223,-71.37150192260742,-74.95533752441406,-70.34972654898063,,-75.96048856822966,-75.25963524080548,-65.0,-56.783199310302734,,-60.00341076321072,-60.522796630859375
-148.0,-60.6173095703125,-57.00765609741211,-61.960086822509766,-61.47173023223877,-66.11151885986328,-74.70824807347016,-75.10134215420862,,-74.83538663803506,-59.8550125,-71.32547187805176,-74.95533752441406,-70.2657800948504,,-75.57197155276279,-75.23783122537675,-65.0,-56.783199310302734,,-60.12212753295898,-60.522796630859375
-147.5,-60.6173095703125,-57.00765609741211,-62.195125579833984,-61.72504806518555,-66.11151885986328,-74.70705882368226,-75.00876625589697,,-74.72301448440237,-59.973730277777776,-71.2794418334961,-74.95533752441406,-70.34955387368169,,-75.56823425636493,-75.21602720994804,-65.25,-56.783199310302734,,-60.240844302707245,-60.522796630859375
-147.0,-60.6173095703125,-57.00765609741211,-62.42656326293945,-61.72504806518555,-66.3123893737793,-74.58638608508582,-74.97208186845324,,-74.70574264275511,-59.98857,-71.2334098815918,-74.95533752441406,-70.3497799482521,,-75.56787186833262,-75.19422319451932,-65.25,-56.990955140855576,,-60.25568389892578,-60.522796630859375
-146.5,-60.6173095703125,-57.00765609741211,-62.88587760925293,-62.195125579833984,-66.51325988769531,-74.55920531680957,-74.97060629487132,,-74.70440924881295,-59.98857,-71.2334098815918,-74.95533752441406,-70.18179658820326,,-75.56750836184744,-75.1724191790906,-65.25,-57.22839037577311,,-60.43375905354818,-60.522796630859375
-146.0,-60.6173095703125,-57.00765609741211,-63.11375427246094,-62.54050159454346,-66.51166534423828,-74.56802769454828,-74.96899640249951,,-74.70294762704088,-59.98857,-71.2334098815918,-74.95533752441406,-70.26144789761034,,-75.39650683480703,-75.15061516366188,-65.25,-57.46582561069064,,-60.522796630859375,-60.67119259304471
-145.5,-60.6173095703125,-57.00765609741211,-63.56246948242188,-63.11375427246094,-66.51325988769531,-74.44844105377321,-74.9671145745207,,-74.7014662522038,-59.98857,-71.1413459777832,-74.95533752441406,-70.18139848832942,,-75.17524926374777,-75.12881114823315,-65.125,-57.703260845608185,,-60.522796630859375,-60.90862613254123
-145.0,-60.6173095703125,-57.00765609741211,-63.56246948242188,-63.11375427246094,-66.4128246307373,-74.54600875152802,-74.91651323745072,,-74.69986182910121,-60.07760833333334,-71.0953140258789,-74.95533752441406,-70.34941207243183,,-75.17488378004025,-75.10700713280444,-65.0,-58.02973429361979,,-60.522796630859375,-61.05702209472656
-144.5,-60.6173095703125,-57.00765609741211,-63.56246948242188,-63.11375427246094,-66.51325988769531,-74.67695185363246,-74.83693178686745,,-74.69823616405641,-60.31504388888889,-71.0953140258789,-74.95533752441406,-70.51592620262333,,-75.17451761140926,-75.08520311737573,-65.0,-58.504604763454864,,-60.522796630859375,-61.05702209472656
-144.0,-60.6173095703125,-57.00765609741211,-63.783348083496094,-63.558990478515625,-66.4128246307373,-74.63462927673004,-74.78721240315961,,-74.69649573544396,-60.5228,-71.0953140258789,-74.95533752441406,-70.43267171655928,,-75.17415086626175,-75.063399101947,-65.0,-58.93495602077908,,-60.522796630859375,-61.086701499091255
-143.5,-60.6173095703125,-57.00765609741211,-64.00422668457031,-63.56246948242188,-66.3123893737793,-74.67131485165184,-74.71794822570779,,-74.69473335710492,-60.5228,-71.04928398132324,-74.95533752441406,-70.51466109763163,,-75.17378365318096,-75.04159508651829,-65.0,-59.18722915649414,,-60.522796630859375,-61.32413673400879
-143.0,-60.78657627105713,-57.00765609741211,-64.00422668457031,-63.67290878295898,-66.3123893737793,-74.58085830672282,-74.69286101639665,,-74.58085830672282,-60.5228,-70.91119384765625,-74.95533752441406,-70.51580146214923,,-75.17341605995087,-75.01979107108956,-65.0,-59.42466269599067,,-60.522796630859375,-61.56157196892632
-142.5,-60.6173095703125,-57.00765609741211,-64.00422668457031,-63.783348083496094,-66.3123893737793,-74.44343963661069,-74.69096558363144,,-74.58305640430346,-60.5228,-70.86516189575195,-74.95533752441406,-70.51607962454366,,-75.1730482320833,-74.99798705566084,-65.0,-59.45434188842773,,-60.62667380438911,-61.591251373291016
-142.0,-61.121256828308105,-57.00765609741211,-64.22166442871094,-64.00250625610352,-66.3123893737793,-74.47565465167926,-74.68895872949625,,-74.55488447601581,-60.5228,-70.72706604003906,-74.95533752441406,-70.59848367740582,,-75.14845730320728,-74.97618304023213,-65.0,-59.45434188842773,,-60.74539057413737,-61.99192015329997
-141.5,-61.294376373291016,-57.00765609741211,-64.43910217285156,-64.00422668457031,-66.3123893737793,-74.42979876652312,-74.68692639413058,,-74.44119124969116,-60.59699722222222,-70.68103408813477,-74.95501785890303,-70.51572078746152,,-75.1142247057125,-74.9543790248034,-65.0,-59.45434188842773,,-60.93830585479736,-62.1254768371582
-141.0,-61.294376373291016,-57.00765609741211,-64.5461254119873,-64.11294555664062,-66.3123893737793,-74.41647821464444,-74.58193531376205,,-74.41647821464444,-60.715712777777775,-70.68103408813477,-74.8982587588862,-70.67986609866381,,-75.03756927072914,-74.93257500937469,-65.0,-59.45434188842773,,-61.05702209472656,-62.1254768371582
